order_id,product_id,quantity,supplier_id,order_date,delivery_date,transportation_mode,distance,weather_condition,delay
709,92,9,7,2024-12-09,2024-12-26,Sea,267.4316893593241,Extreme,12
710,62,99,2,2024-12-10,2024-12-27,Sea,617.0092830433714,Extreme,12
711,63,20,10,2024-12-11,2024-12-21,Air,931.7729932082539,Extreme,5
712,25,61,5,2024-12-12,2024-12-22,Road,932.6825440146896,Extreme,5
713,56,35,4,2024-12-13,2024-12-30,Sea,374.8100142002158,Extreme,12
714,33,50,8,2024-12-14,2024-12-24,Road,551.2935929106102,Extreme,5
715,38,82,2,2024-12-15,2024-12-22,Road,251.05410364136813,Bad,2
716,6,62,6,2024-12-16,2024-12-26,Air,995.8495540239393,Extreme,5
717,58,17,5,2024-12-17,2024-12-24,Air,982.062012474539,Bad,2
718,44,88,2,2024-12-18,2024-12-25,Air,667.033483222075,Bad,2
719,45,3,10,2024-12-19,2024-12-29,Air,814.1933566935998,Extreme,5
720,32,32,1,2024-12-20,2024-12-30,Road,729.345153219515,Extreme,5
721,45,99,8,2024-12-21,2024-12-28,Air,613.5003080874948,Bad,2
722,61,13,2,2024-12-22,2024-12-29,Air,100.6805971394528,Bad,2
723,47,89,7,2024-12-23,2025-01-02,Air,482.026125425028,Extreme,5
724,21,73,9,2024-12-24,2025-01-03,Air,691.04698705904,Extreme,5
725,80,68,9,2024-12-25,2025-01-01,Road,693.6550331895004,Bad,2
726,85,14,8,2024-12-26,2025-01-02,Air,404.4664875012644,Bad,2
727,75,98,10,2024-12-27,2025-01-03,Road,944.607387325129,Bad,2
728,36,11,9,2024-12-28,2025-01-09,Sea,208.98918062494195,Good,7
729,99,56,2,2024-12-29,2025-01-05,Road,525.3414739047826,Bad,2
730,19,67,6,2024-12-30,2025-01-04,Road,706.3397777232816,Good,0
731,20,92,4,2024-12-31,2025-01-10,Air,712.2790155972187,Extreme,5
732,57,29,4,2025-01-01,2025-01-18,Sea,666.2070089303747,Extreme,12
733,18,9,5,2025-01-02,2025-01-16,Sea,311.52380277926716,Bad,9
734,47,67,3,2025-01-03,2025-01-20,Sea,198.39624025229088,Extreme,12
735,49,25,1,2025-01-04,2025-01-21,Sea,654.1433104853753,Extreme,12
736,14,98,8,2025-01-05,2025-01-15,Road,619.3370103324659,Extreme,5
737,15,76,5,2025-01-06,2025-01-23,Sea,220.38820977477891,Extreme,12
738,31,42,3,2025-01-07,2025-01-12,Road,719.8821882920352,Good,0
739,1,9,10,2025-01-08,2025-01-13,Road,482.4133921469736,Good,0
740,54,79,7,2025-01-09,2025-01-16,Road,684.3725620229953,Bad,2
741,3,40,7,2025-01-10,2025-01-24,Sea,845.4987257816432,Bad,9
742,16,25,1,2025-01-11,2025-01-18,Air,211.242007148077,Bad,2
743,87,5,9,2025-01-12,2025-01-22,Air,68.18762459699485,Extreme,5
744,57,11,2,2025-01-13,2025-01-30,Sea,790.1474570759974,Extreme,12
745,75,59,5,2025-01-14,2025-01-19,Air,629.2125538949851,Good,0
746,12,98,5,2025-01-15,2025-01-20,Air,714.6575911410156,Good,0
747,74,88,8,2025-01-16,2025-01-23,Road,846.2472262392105,Bad,2
748,96,79,8,2025-01-17,2025-01-22,Road,812.6703880832755,Good,0
749,16,38,7,2025-01-18,2025-01-30,Sea,962.8741395823835,Good,7
750,72,72,7,2025-01-19,2025-01-31,Sea,559.1383249095123,Good,7
751,76,5,6,2025-01-20,2025-01-25,Air,514.0708510269101,Good,0
752,24,48,6,2025-01-21,2025-01-26,Road,431.7928398961936,Good,0
753,28,90,9,2025-01-22,2025-02-05,Sea,196.00649070199432,Bad,9
754,8,18,6,2025-01-23,2025-02-06,Sea,593.9768712379213,Bad,9
755,92,70,2,2025-01-24,2025-02-05,Sea,313.16189810967984,Good,7
756,36,37,2,2025-01-25,2025-02-08,Sea,925.2421366023267,Bad,9
757,90,60,5,2025-01-26,2025-02-12,Sea,604.0312640632427,Extreme,12
758,8,48,4,2025-01-27,2025-02-08,Sea,613.1981714827047,Good,7
759,58,77,2,2025-01-28,2025-02-07,Air,387.1784278331595,Extreme,5
760,60,28,3,2025-01-29,2025-02-05,Road,99.3898843788221,Bad,2
761,50,69,7,2025-01-30,2025-02-06,Road,80.15657710433919,Bad,2
762,28,77,8,2025-01-31,2025-02-17,Sea,452.16838694553763,Extreme,12
763,92,81,6,2025-02-01,2025-02-08,Road,130.33710919237598,Bad,2
764,41,40,5,2025-02-02,2025-02-07,Road,626.5046077631322,Good,0
765,100,45,1,2025-02-03,2025-02-13,Road,886.9243553576746,Extreme,5
766,64,96,8,2025-02-04,2025-02-16,Sea,888.769075692786,Good,7
767,27,62,3,2025-02-05,2025-02-22,Sea,676.0931396256208,Extreme,12
768,63,93,6,2025-02-06,2025-02-13,Road,250.67023989928447,Bad,2
769,17,58,3,2025-02-07,2025-02-17,Road,869.8469897909284,Extreme,5
770,73,67,7,2025-02-08,2025-02-25,Sea,891.7887635475478,Extreme,12
771,33,56,7,2025-02-09,2025-02-14,Air,236.82090570531076,Good,0
772,84,40,9,2025-02-10,2025-02-17,Road,750.5547814821434,Bad,2
773,77,98,5,2025-02-11,2025-02-16,Air,322.1935714807668,Good,0
774,92,40,8,2025-02-12,2025-02-19,Road,812.5082967352831,Bad,2
775,29,91,10,2025-02-13,2025-02-18,Air,997.3760049084225,Good,0
776,13,77,10,2025-02-14,2025-02-24,Air,78.52470506292318,Extreme,5
777,46,33,8,2025-02-15,2025-02-20,Air,902.4975725013853,Good,0
778,35,6,1,2025-02-16,2025-03-02,Sea,641.4990069187252,Bad,9
779,6,88,5,2025-02-17,2025-02-24,Air,974.7134882065801,Bad,2
780,82,19,3,2025-02-18,2025-02-28,Air,491.7590416501062,Extreme,5
781,69,80,1,2025-02-19,2025-02-26,Air,855.0185340428051,Bad,2
782,47,40,4,2025-02-20,2025-02-25,Road,109.27436516836337,Good,0
783,25,92,8,2025-02-21,2025-03-03,Air,368.51509757438095,Extreme,5
784,66,97,3,2025-02-22,2025-03-01,Road,113.66571086364948,Bad,2
785,10,59,10,2025-02-23,2025-03-02,Air,976.575976805117,Bad,2
786,56,59,2,2025-02-24,2025-03-01,Air,826.1252119082449,Good,0
787,30,48,9,2025-02-25,2025-03-09,Sea,859.920050183672,Good,7
788,5,41,10,2025-02-26,2025-03-08,Road,941.0669698621995,Extreme,5
789,33,13,5,2025-02-27,2025-03-06,Air,130.8483118137961,Bad,2
790,65,45,7,2025-02-28,2025-03-05,Road,416.3177128876667,Good,0
791,18,89,2,2025-03-01,2025-03-11,Road,117.48314459180202,Extreme,5
792,96,53,9,2025-03-02,2025-03-16,Sea,250.25344647252717,Bad,9
793,49,42,9,2025-03-03,2025-03-17,Sea,267.89748818578875,Bad,9
794,11,100,4,2025-03-04,2025-03-21,Sea,495.65185049519977,Extreme,12
795,85,63,4,2025-03-05,2025-03-22,Sea,305.13405908096047,Extreme,12
796,26,27,6,2025-03-06,2025-03-18,Sea,145.92920147687303,Good,7
797,63,38,10,2025-03-07,2025-03-21,Sea,209.11653463940232,Bad,9
798,89,60,10,2025-03-08,2025-03-22,Sea,189.91178537448639,Bad,9
799,86,7,10,2025-03-09,2025-03-23,Sea,974.4229580166834,Bad,9
800,59,5,6,2025-03-10,2025-03-20,Air,771.3278815725499,Extreme,5
801,27,45,1,2025-03-11,2025-03-16,Road,969.3733920060839,Good,0
802,49,58,9,2025-03-12,2025-03-26,Sea,467.7534621825131,Bad,9
803,77,31,2,2025-03-13,2025-03-30,Sea,314.4500575795238,Extreme,12
804,33,23,5,2025-03-14,2025-03-21,Road,808.3785373487274,Bad,2
805,98,42,9,2025-03-15,2025-03-20,Air,359.94122213908946,Good,0
806,99,10,4,2025-03-16,2025-03-23,Road,334.4142050200809,Bad,2
807,1,32,3,2025-03-17,2025-03-22,Road,270.88069259743963,Good,0
808,21,53,7,2025-03-18,2025-03-30,Sea,173.19502931302358,Good,7
809,55,30,6,2025-03-19,2025-03-26,Road,293.6399079659277,Bad,2
810,6,39,8,2025-03-20,2025-03-27,Road,387.5537610501933,Bad,2
811,92,31,3,2025-03-21,2025-04-02,Sea,690.2944977384439,Good,7
812,81,82,5,2025-03-22,2025-04-08,Sea,109.436600108479,Extreme,12
813,69,100,10,2025-03-23,2025-04-04,Sea,249.9815926820758,Good,7
814,95,2,4,2025-03-24,2025-04-07,Sea,818.5724582770926,Bad,9
815,5,78,4,2025-03-25,2025-04-01,Road,189.5758274045822,Bad,2
816,3,77,4,2025-03-26,2025-04-05,Road,375.51288919639546,Extreme,5
817,53,93,10,2025-03-27,2025-04-01,Air,871.425975765233,Good,0
818,23,12,8,2025-03-28,2025-04-02,Air,197.17904558627052,Good,0
819,53,39,6,2025-03-29,2025-04-03,Road,128.5999938372804,Good,0
820,37,66,3,2025-03-30,2025-04-06,Air,510.3110953260103,Bad,2
821,74,96,10,2025-03-31,2025-04-05,Road,337.29853571460956,Good,0
822,74,13,5,2025-04-01,2025-04-11,Air,585.2379462596614,Extreme,5
823,83,46,6,2025-04-02,2025-04-16,Sea,813.6146459593014,Bad,9
824,17,27,5,2025-04-03,2025-04-10,Air,180.29106374510602,Bad,2
825,85,17,6,2025-04-04,2025-04-16,Sea,601.6641303265708,Good,7
826,78,95,8,2025-04-05,2025-04-22,Sea,530.2333223703707,Extreme,12
827,73,98,7,2025-04-06,2025-04-20,Sea,186.87484671253958,Bad,9
828,1,60,5,2025-04-07,2025-04-21,Sea,642.7985612525333,Bad,9
829,51,64,10,2025-04-08,2025-04-13,Air,309.95839696773305,Good,0
830,45,88,6,2025-04-09,2025-04-14,Road,513.4426026168119,Good,0
831,77,35,4,2025-04-10,2025-04-27,Sea,128.1587080632088,Extreme,12
832,4,70,9,2025-04-11,2025-04-16,Air,486.6048543529419,Good,0
833,62,83,4,2025-04-12,2025-04-29,Sea,341.1402946406793,Extreme,12
834,65,30,1,2025-04-13,2025-04-20,Air,831.2621506260866,Bad,2
835,32,71,7,2025-04-14,2025-04-24,Air,104.12979064749987,Extreme,5
836,34,74,7,2025-04-15,2025-04-25,Air,447.67691117241344,Extreme,5
837,92,96,4,2025-04-16,2025-04-26,Road,485.5098529248661,Extreme,5
838,95,98,3,2025-04-17,2025-04-24,Air,738.7557724841628,Bad,2
839,72,63,8,2025-04-18,2025-04-23,Air,595.5731963357005,Good,0
840,39,28,5,2025-04-19,2025-04-26,Road,683.851720334472,Bad,2
841,26,60,10,2025-04-20,2025-04-25,Road,788.1968213691683,Good,0
842,34,79,7,2025-04-21,2025-05-01,Air,869.0928249752793,Extreme,5
843,54,94,4,2025-04-22,2025-05-02,Road,348.18172188634696,Extreme,5
844,3,37,4,2025-04-23,2025-05-10,Sea,561.1215700957077,Extreme,12
845,50,93,8,2025-04-24,2025-05-11,Sea,848.1026745172398,Extreme,12
846,12,22,8,2025-04-25,2025-05-05,Road,989.9785744168037,Extreme,5
847,65,68,2,2025-04-26,2025-05-01,Road,895.043345491575,Good,0
848,54,20,2,2025-04-27,2025-05-02,Air,402.89389949315796,Good,0
849,5,96,3,2025-04-28,2025-05-08,Road,235.4081913577179,Extreme,5
850,94,100,3,2025-04-29,2025-05-06,Air,514.9229105362592,Bad,2
851,94,68,1,2025-04-30,2025-05-14,Sea,754.5593792442402,Bad,9
852,57,91,3,2025-05-01,2025-05-11,Road,517.9406172156328,Extreme,5
853,17,64,6,2025-05-02,2025-05-07,Air,509.02182014798507,Good,0
854,47,17,8,2025-05-03,2025-05-10,Air,846.3189000277106,Bad,2
855,23,12,10,2025-05-04,2025-05-18,Sea,393.33359011382703,Bad,9
856,79,22,6,2025-05-05,2025-05-12,Road,866.8049410710634,Bad,2
857,85,17,5,2025-05-06,2025-05-23,Sea,436.4645609041374,Extreme,12
858,14,10,4,2025-05-07,2025-05-14,Air,361.8214503944224,Bad,2
859,66,65,3,2025-05-08,2025-05-15,Air,481.29041563971407,Bad,2
860,75,22,4,2025-05-09,2025-05-16,Road,774.3246107411251,Bad,2
861,51,90,7,2025-05-10,2025-05-17,Air,169.70192647079455,Bad,2
862,38,82,1,2025-05-11,2025-05-16,Road,236.5982550784165,Good,0
863,64,50,7,2025-05-12,2025-05-29,Sea,953.8725843799374,Extreme,12
864,98,14,1,2025-05-13,2025-05-23,Road,216.7170460122895,Extreme,5
865,38,64,2,2025-05-14,2025-05-19,Road,589.3409520345018,Good,0
866,50,47,4,2025-05-15,2025-05-20,Air,600.348743328841,Good,0
867,98,29,1,2025-05-16,2025-05-26,Air,515.1432389477325,Extreme,5
868,82,76,9,2025-05-17,2025-05-24,Road,662.5079861479777,Bad,2
869,30,36,6,2025-05-18,2025-05-25,Air,268.33538950773755,Bad,2
870,79,99,1,2025-05-19,2025-05-29,Air,575.0291543879108,Extreme,5
871,91,52,1,2025-05-20,2025-05-27,Air,403.5645924845523,Bad,2
872,51,76,6,2025-05-21,2025-05-26,Road,678.5838966477296,Good,0
873,63,7,4,2025-05-22,2025-05-29,Air,184.162366204492,Bad,2
874,98,29,4,2025-05-23,2025-05-30,Road,592.3335459975024,Bad,2
875,52,11,6,2025-05-24,2025-05-31,Air,226.00683761415752,Bad,2
876,38,33,7,2025-05-25,2025-06-11,Sea,314.71090995928455,Extreme,12
877,97,6,9,2025-05-26,2025-05-31,Air,257.77431030740405,Good,0
878,88,79,10,2025-05-27,2025-06-03,Air,223.69589087537625,Bad,2
879,79,32,5,2025-05-28,2025-06-07,Road,834.4254039826336,Extreme,5
880,30,51,9,2025-05-29,2025-06-05,Road,321.4221892778458,Bad,2
881,51,75,4,2025-05-30,2025-06-04,Air,930.7675927712269,Good,0
882,81,58,10,2025-05-31,2025-06-14,Sea,971.4301990779313,Bad,9
883,5,87,2,2025-06-01,2025-06-06,Air,592.6974464402425,Good,0
884,29,26,3,2025-06-02,2025-06-09,Air,185.8510665324401,Bad,2
885,4,98,1,2025-06-03,2025-06-15,Sea,405.8208312106022,Good,7
886,10,46,6,2025-06-04,2025-06-11,Road,807.8456501808033,Bad,2
887,56,98,6,2025-06-05,2025-06-10,Air,399.0211922622169,Good,0
888,17,29,1,2025-06-06,2025-06-13,Road,132.66635738764933,Bad,2
889,74,4,3,2025-06-07,2025-06-14,Road,578.9456653817786,Bad,2
890,17,81,5,2025-06-08,2025-06-25,Sea,852.864808921233,Extreme,12
891,84,99,3,2025-06-09,2025-06-26,Sea,806.1300677863272,Extreme,12
892,88,13,10,2025-06-10,2025-06-15,Road,216.36698312383558,Good,0
893,69,39,3,2025-06-11,2025-06-18,Air,689.1263836918433,Bad,2
894,34,15,10,2025-06-12,2025-06-17,Road,259.4790502638648,Good,0
895,6,29,3,2025-06-13,2025-06-23,Air,257.2971578245636,Extreme,5
896,53,29,5,2025-06-14,2025-06-19,Air,880.3681846399259,Good,0
897,66,75,5,2025-06-15,2025-06-27,Sea,287.18550510321865,Good,7
898,77,32,4,2025-06-16,2025-06-26,Air,300.0849791921106,Extreme,5
899,43,2,1,2025-06-17,2025-06-24,Air,50.620721223234575,Bad,2
900,75,47,5,2025-06-18,2025-06-23,Road,877.1355824192418,Good,0
901,23,78,10,2025-06-19,2025-07-06,Sea,802.965072548678,Extreme,12
902,55,84,5,2025-06-20,2025-06-27,Air,645.9624883361441,Bad,2
903,80,22,4,2025-06-21,2025-07-01,Air,762.7524757419002,Extreme,5
904,95,75,6,2025-06-22,2025-07-04,Sea,194.44613905326722,Good,7
905,75,27,10,2025-06-23,2025-06-30,Road,485.40741485819666,Bad,2
906,16,67,4,2025-06-24,2025-07-08,Sea,383.65841798134187,Bad,9
907,8,81,7,2025-06-25,2025-07-12,Sea,139.08769994416565,Extreme,12
908,4,56,7,2025-06-26,2025-07-06,Air,511.8239609541779,Extreme,5
909,4,92,2,2025-06-27,2025-07-07,Air,924.7026678255036,Extreme,5
910,56,93,3,2025-06-28,2025-07-05,Road,88.05616309815976,Bad,2
911,25,21,1,2025-06-29,2025-07-06,Air,326.8878678191042,Bad,2
912,67,47,8,2025-06-30,2025-07-05,Air,247.1638893954183,Good,0
913,96,80,9,2025-07-01,2025-07-15,Sea,276.2393209824115,Bad,9
914,67,59,4,2025-07-02,2025-07-07,Air,913.0128242854065,Good,0
915,27,84,6,2025-07-03,2025-07-13,Road,494.6656015225756,Extreme,5
916,93,6,9,2025-07-04,2025-07-21,Sea,492.98444229282785,Extreme,12
917,32,19,6,2025-07-05,2025-07-12,Road,772.5468603325182,Bad,2
918,50,57,9,2025-07-06,2025-07-23,Sea,196.7675938046795,Extreme,12
919,61,69,4,2025-07-07,2025-07-17,Air,512.9020863950482,Extreme,5
920,51,3,8,2025-07-08,2025-07-22,Sea,458.48595341500675,Bad,9
921,19,1,9,2025-07-09,2025-07-21,Sea,617.0651560193234,Good,7
922,21,58,4,2025-07-10,2025-07-17,Air,999.5798180879167,Bad,2
923,5,38,5,2025-07-11,2025-07-16,Air,780.9764493779447,Good,0
924,82,15,8,2025-07-12,2025-07-19,Road,427.9724178665558,Bad,2
925,92,34,10,2025-07-13,2025-07-20,Road,836.1753996603446,Bad,2
926,42,61,6,2025-07-14,2025-07-24,Air,212.17294514685616,Extreme,5
927,61,35,7,2025-07-15,2025-07-22,Air,78.94050199351211,Bad,2
928,22,64,3,2025-07-16,2025-07-23,Air,244.2259538410594,Bad,2
929,21,25,7,2025-07-17,2025-07-29,Sea,373.39097830854666,Good,7
930,70,24,8,2025-07-18,2025-08-04,Sea,535.0517195865818,Extreme,12
931,1,12,10,2025-07-19,2025-07-31,Sea,634.3726835141398,Good,7
932,5,18,6,2025-07-20,2025-07-25,Air,915.0754313537007,Good,0
933,12,15,10,2025-07-21,2025-07-31,Road,534.3613090729348,Extreme,5
934,90,80,9,2025-07-22,2025-08-01,Air,526.211862394443,Extreme,5
935,46,27,6,2025-07-23,2025-08-09,Sea,97.73085933183302,Extreme,12
936,34,72,9,2025-07-24,2025-08-07,Sea,83.16597502341261,Bad,9
937,49,60,4,2025-07-25,2025-08-04,Air,573.6019638205535,Extreme,5
938,78,46,8,2025-07-26,2025-08-05,Air,466.2696825859273,Extreme,5
939,90,89,4,2025-07-27,2025-08-13,Sea,847.2213752312837,Extreme,12
940,45,17,2,2025-07-28,2025-08-09,Sea,202.6456054762529,Good,7
941,27,93,10,2025-07-29,2025-08-10,Sea,73.72307901119711,Good,7
942,73,53,9,2025-07-30,2025-08-06,Air,476.58682953361955,Bad,2
943,26,8,5,2025-07-31,2025-08-12,Sea,275.60462891464465,Good,7
944,47,79,4,2025-08-01,2025-08-15,Sea,97.13365467189558,Bad,9
945,86,27,2,2025-08-02,2025-08-07,Road,738.3683725052475,Good,0
946,56,46,1,2025-08-03,2025-08-13,Air,156.0133499593851,Extreme,5
947,94,50,7,2025-08-04,2025-08-09,Road,627.9035250073831,Good,0
948,63,71,6,2025-08-05,2025-08-12,Road,316.9972626585447,Bad,2
949,48,3,2,2025-08-06,2025-08-18,Sea,214.82124783727093,Good,7
950,61,93,8,2025-08-07,2025-08-17,Air,410.76394677335156,Extreme,5
951,81,64,4,2025-08-08,2025-08-22,Sea,811.373487411806,Bad,9
952,26,44,8,2025-08-09,2025-08-19,Air,422.4888980593441,Extreme,5
953,36,53,7,2025-08-10,2025-08-20,Road,763.2311667505029,Extreme,5
954,1,24,5,2025-08-11,2025-08-18,Air,169.21198195919317,Bad,2
955,8,60,10,2025-08-12,2025-08-29,Sea,784.1328486818252,Extreme,12
956,99,3,10,2025-08-13,2025-08-30,Sea,275.0866586613162,Extreme,12
957,52,20,8,2025-08-14,2025-08-26,Sea,693.5234733944292,Good,7
958,79,46,9,2025-08-15,2025-08-25,Air,587.4924770989466,Extreme,5
959,47,15,5,2025-08-16,2025-08-26,Road,932.687481351103,Extreme,5
960,56,25,10,2025-08-17,2025-08-27,Road,417.95639207654835,Extreme,5
961,86,94,5,2025-08-18,2025-08-28,Air,112.85692939271843,Extreme,5
962,14,78,2,2025-08-19,2025-09-02,Sea,68.19771127369026,Bad,9
963,90,71,5,2025-08-20,2025-08-25,Road,835.5156329241155,Good,0
964,28,17,3,2025-08-21,2025-09-07,Sea,548.4988557783606,Extreme,12
965,87,84,7,2025-08-22,2025-09-01,Air,786.4818492432019,Extreme,5
966,78,100,10,2025-08-23,2025-09-06,Sea,272.70432001093894,Bad,9
967,88,9,5,2025-08-24,2025-09-03,Road,377.82955823757203,Extreme,5
968,2,38,8,2025-08-25,2025-09-01,Road,78.59867860075299,Bad,2
969,26,48,1,2025-08-26,2025-09-07,Sea,963.4177083454066,Good,7
970,14,60,3,2025-08-27,2025-09-01,Air,684.4745113657727,Good,0
971,59,63,3,2025-08-28,2025-09-14,Sea,936.5448333713409,Extreme,12
972,56,86,9,2025-08-29,2025-09-08,Air,302.2215870576187,Extreme,5
973,7,2,5,2025-08-30,2025-09-16,Sea,630.8904306643778,Extreme,12
974,3,88,9,2025-08-31,2025-09-07,Road,694.574969878006,Bad,2
975,23,72,9,2025-09-01,2025-09-11,Air,351.67221524470904,Extreme,5
976,18,11,1,2025-09-02,2025-09-12,Air,855.7037732648486,Extreme,5
977,38,64,2,2025-09-03,2025-09-08,Air,949.8033897552355,Good,0
978,99,77,5,2025-09-04,2025-09-14,Road,890.6123618112041,Extreme,5
979,15,81,4,2025-09-05,2025-09-17,Sea,752.1136271424039,Good,7
980,64,72,10,2025-09-06,2025-09-16,Road,313.59144573870634,Extreme,5
981,89,21,9,2025-09-07,2025-09-12,Air,317.53524000035014,Good,0
982,28,18,7,2025-09-08,2025-09-25,Sea,965.192304423736,Extreme,12
983,74,94,6,2025-09-09,2025-09-14,Road,59.770271138907425,Good,0
984,39,64,7,2025-09-10,2025-09-17,Air,730.2474745800373,Bad,2
985,57,82,1,2025-09-11,2025-09-16,Air,720.9338544274991,Good,0
986,17,95,1,2025-09-12,2025-09-17,Road,641.5550639023076,Good,0
987,86,38,8,2025-09-13,2025-09-18,Road,990.6034037825225,Good,0
988,90,32,2,2025-09-14,2025-09-24,Road,346.28546397553896,Extreme,5
989,44,11,10,2025-09-15,2025-09-25,Air,372.9732706035858,Extreme,5
990,25,45,9,2025-09-16,2025-09-26,Road,124.99243279922777,Extreme,5
991,17,89,7,2025-09-17,2025-09-24,Air,470.6582297165506,Bad,2
992,13,33,6,2025-09-18,2025-09-25,Road,297.9960999231057,Bad,2
993,84,41,1,2025-09-19,2025-09-24,Air,376.21736706876203,Good,0
994,25,8,1,2025-09-20,2025-09-27,Air,842.8432007428463,Bad,2
995,68,11,2,2025-09-21,2025-10-03,Sea,938.7102878511209,Good,7
996,10,86,6,2025-09-22,2025-09-27,Road,226.44641840492633,Good,0
997,67,51,6,2025-09-23,2025-09-28,Road,403.88348497579256,Good,0
998,18,88,2,2025-09-24,2025-10-01,Air,932.1990340096244,Bad,2
999,100,41,1,2025-09-25,2025-10-05,Air,108.7180376547615,Extreme,5
1000,86,17,10,2025-09-26,2025-10-03,Air,137.7425017058096,Bad,2
